   Time [MJD]         Obs. Residuals [mm]
57292.4510069444         -17.700
57292.4514120370         -22.900
57292.4517824074         -27.600
57292.4521064815         -38.600
57292.4524421296         -46.000
57292.4528125000         -50.300
57292.4531712963         -63.300
57292.4533680556         -64.400
57292.7799421296          14.000
57292.7802546296          10.900
57292.7805208333          10.500
57292.7807754630          14.300
57292.7830671296           8.100
57292.7833912037           9.000
57292.7837731481           5.500
57292.7840393519           4.500
57292.7844328704           3.400
57292.7847569444           0.200
57292.7850810185          -1.100
57292.7854629630          -2.600
57292.7857638889          -4.800
57292.7861342593          -3.000
57292.7865046296          -4.300
57292.7867939815          -1.900
57292.7871643519          12.200
57292.7874189815           8.200
57292.8632638889         -36.600
57292.8635879630         -36.800
57292.8639236111         -37.100
57292.8642708333         -36.100
57292.8646180556         -33.200
57292.8649305556         -29.400
57292.8653009259         -25.100
57292.8656481482         -22.400
57292.8659722222         -16.000
57292.8663078704         -11.100
57292.8667592593          -7.900
57292.8669444444          -8.600
57293.4025925926         -42.300
57293.4028356482         -43.600
57293.4031597222         -44.600
57293.4035069444         -40.800
57293.4038310185         -36.800
57293.4041898148         -29.400
57293.4045833333         -27.100
57293.4049189815         -27.100
57293.4052430556         -24.500
57293.4055902778         -24.100
57293.4059259259         -20.100
57293.4062500000         -15.500
57293.4066087963         -10.800
57293.4069560185          -0.900
57293.4072569444           4.900
57293.4076967593          16.500
57293.4080208333          22.400
57293.4083217593          23.700
57293.4857291667          13.900
57293.4861574074          12.300
57293.4865393519          17.600
57293.4868634259          16.800
57293.4871875000          21.600
57293.4875115741          25.900
57293.4878587963          32.400
57293.4882060185          35.100
57293.4885300926          37.000
57293.4889004630          38.800
57293.4892129630          40.900
57293.4896180556          42.100
57293.7361574074           0.900
57293.7364930556          -5.900
57293.7368865741          -8.000
57293.7371412037          -5.300
57293.7375694444          -4.300
57293.7378819444          -5.700
57293.7382291667          -0.800
57293.7385532407           0.900
57293.7388773148          -0.200
57293.7392592593           3.400
57293.7396064815          -0.500
57293.7399652778           2.300
57293.7403240741           0.800
57293.7406250000          -1.100
57293.7409953704           3.100
57293.7413310185          -2.900
57293.7415625000           6.800
57294.4397685185         -19.300
57294.4399537037         -13.000
57294.4402893519         -15.000
57294.4406134259          -4.400
57294.4410532407          -1.500
57294.4413310185          -4.000
57294.4416203704           0.400
57294.4420254630          -2.500
57294.4422800926           0.500
57294.4428472222           9.200
57294.4430555556          14.900
57294.4434375000          30.800
57294.4437037037          30.000
57294.4441319444          30.600
57294.4445023148          30.000
57294.4447916667          23.800
57294.7740162037          14.600
57294.7743750000          23.500
57294.7747106481          17.200
57294.7750115741          12.600
57294.7753703704          12.000
57294.7756597222          10.900
57294.7759722222           8.800
57294.7764004630           6.900
57294.7767245370           3.200
57294.7770717593           0.400
57294.7775115741          -1.100
57294.7777430556          -0.200
57294.7781597222          -1.000
57294.7784722222          -3.500
57294.7788194444          -3.400
57294.7791319444          -0.300
57294.7794560185           0.500
57294.8563078704          11.000
57294.8566319444          11.300
57294.8569560185          12.900
57294.8573148148          14.300
57294.8576388889          16.800
57294.8579745370          17.500
57294.8583796296          17.800
57294.8587152778          16.500
57294.8589120370          14.500
57295.3956134259          -4.800
57295.3958449074          -6.300
57295.3962152778           6.400
57295.3965625000           8.100
57295.3968981482           8.100
57295.3972453704          11.100
57295.3975925926           9.700
57295.3979166667          12.800
57295.3982638889          16.100
57295.3986111111          22.300
57295.3989930556          27.900
57295.3993171296          28.300
57295.3995949074          32.100
57295.4782523148         -23.600
57295.4785185185         -26.600
57295.4788194444         -30.100
57295.4792013889         -27.000
57295.4795370370         -28.500
57295.4798726852         -28.900
57295.4802314815         -26.600
57295.4805787037         -25.500
57295.4809259259         -24.300
57295.4812847222         -25.100
57295.4816319444         -23.100
57295.4819560185         -21.800
57295.4822685185         -19.700
57295.4826620370          -5.800
57295.4829976852          -5.900
57295.7286111111          -5.000
57295.7288657407          -5.100
57295.7292361111          -4.300
57295.7295138889          -5.700
57295.7298611111          -2.300
57295.7302199074           3.400
57295.7305902778          -1.400
57295.7309953704          -9.100
57295.7312615741         -11.700
57295.7315972222         -13.700
57295.7319560185         -16.300
57295.7323958333         -17.900
57295.7326504630         -17.600
57295.7330092593         -19.100
57295.7333564815         -22.100
57295.7337152778         -19.000
57295.7340509259         -22.200
57295.7343981481         -23.000
57295.7345949074         -25.000
57295.8104513889          17.300
57295.8107870370          18.300
57295.8111458333          18.600
57295.8114236111          19.500
57295.8156712963          -0.100
57295.8159606481          -0.500
57295.8162847222           1.300
57295.8167361111           5.900
57295.8168865741          -3.600
57296.3549074074          14.300
57296.3552546296          14.900
57296.3555092593          13.300
57296.4345023148         -13.300
57296.4346875000         -12.500
57296.4350694444          -9.900
57296.4354398148          -9.200
57296.4357754630          -9.700
57296.4361226852          -3.100
57296.4364351852          -1.300
57296.4367939815           3.600
57296.4372337963           2.300
57296.4375000000           0.900
57296.4378703704          -2.200
57296.4382175926          -3.700
57296.4385995370          -3.400
57296.4388194444          -1.800
57296.7671643519          46.000
57296.7673842593          52.000
57296.7676967593          49.100
57296.7680787037          38.700
57296.7683912037          33.300
57296.7686574074          29.600
57296.7692245370          18.000
57296.7694097222          14.200
57296.7697916667           8.500
57297.3882638889          23.900
57297.3886111111          20.800
57297.3888888889          20.700
57297.3892708333          20.800
57297.3896296296          19.300
57297.3899652778          12.900
57297.3902893519           9.800
57297.3906481481           2.700
57297.3909722222           0.600
57297.3912731481           3.100
57297.3917245370          -3.100
57297.3920370370          -5.600
57297.3922916667          -5.900
57297.3927430556         -11.500
57297.3931134259         -16.600
57297.3934143519         -17.300
57297.3937731481         -22.500
57297.3941203704         -25.800
57297.4709837963          -0.800
57297.4712037037          -4.000
57297.4715393519          -5.600
57297.4718865741         -10.700
57297.4722453704         -12.600
57297.4725810185         -15.800
57297.4729513889         -21.300
57297.4733101852         -24.400
57297.4736226852         -27.100
57297.4739699074         -30.700
57297.4742939815         -33.400
57297.4746180556         -32.900
57297.4750000000         -27.700
57297.4754166667         -33.300
57297.4756828704         -32.900
57297.7220601852          25.800
57297.7222569444          26.600
57297.7226041667          26.200
57297.7229629630          26.000
57297.7232638889          26.100
